iid,dataset,size,key,elapsed,result,target
396,NK,10,solve_ftapas_30,0.00513005256652832,5719,5719
541,ZKW,10,solve_ftapas_15,0.005258798599243164,6501,6501
393,NK,22,solve_ftapas_15,0.1118009090423584,21720,21720
329,ZKC,25,solve_ftapas_70,0.051477909088134766,23175,23204
103,NK,4,solve_ftapas_15,0.0008378028869628906,1289,1289
26,ZKC,15,solve_ftapas_30,0.027868032455444336,12226,12226
124,NK,10,solve_ftapas_15,0.00982809066772461,11348,11348
289,NK,15,solve_ftapas_15,0.03583407402038574,16460,16460
339,NK,10,solve_ftapas_30,0.005811929702758789,14536,14536
107,ZKC,25,solve_ftapas_30,0.1077582836151123,22473,22477
106,ZKC,10,solve_ftapas_50,0.0045549869537353516,10356,10356
427,ZKC,20,solve_ftapas_30,0.05533313751220703,16169,16197
879,ZKW,10,solve_ftapas_15,0.005944013595581055,4895,4895
65,NK,22,solve_ftapas_70,0.029636859893798828,23104,23104
452,ZKC,25,solve_ftapas_15,0.2381899356842041,24794,24804
2,ZKW,10,solve_ftapas_50,0.0038709640502929688,2743,2743
32,NK,20,solve_ftapas_30,0.05283713340759277,22409,22409
1871,ZKW,4,solve_ftapas_15,0.0006051063537597656,2646,2646
285,ZKC,20,solve_ftapas_30,0.05516505241394043,18579,18627
409,ZKC,15,solve_ftapas_15,0.03810310363769531,13985,13993
407,ZKC,25,solve_ftapas_15,0.22360706329345703,19543,19543
262,NK,22,solve_ftapas_15,0.12659406661987305,4687,4687
36,NK,20,solve_ftapas_50,0.02814197540283203,18595,18595
265,NK,20,solve_ftapas_70,0.027115821838378906,11547,11547
340,NK,22,solve_ftapas_50,0.03835487365722656,22005,22005
31,NK,10,solve_ftapas_15,0.012138843536376953,11270,11287
1019,ZKW,4,solve_ftapas_70,0.00031304359436035156,7767,7767
365,NK,27,solve_ftapas_50,0.0825810432434082,33745,33745
427,NK,4,solve_ftapas_70,0.00037932395935058594,1797,1797
425,ZKC,25,solve_ftapas_30,0.12056398391723633,24214,24214
89,ZKC,27,solve_ftapas_30,0.14181828498840332,24009,24032
5,ZKC,27,solve_ftapas_70,0.06563711166381836,25481,25514
450,ZKC,4,solve_ftapas_30,0.0005340576171875,2718,2718
80,NK,22,solve_ftapas_50,0.03495287895202637,25700,25700
183,NK,25,solve_ftapas_70,0.04230332374572754,20247,20247
203,ZKC,20,solve_ftapas_50,0.030688047409057617,17201,17201
153,NK,10,solve_ftapas_70,0.0015769004821777344,8733,8733
286,ZKC,4,solve_ftapas_30,0.0018029212951660156,3119,3119
1396,ZKW,10,solve_ftapas_15,0.007336139678955078,4382,4382
598,ZKW,20,solve_ftapas_50,0.028425931930541992,2082,2082
1464,ZKW,4,solve_ftapas_70,0.0003819465637207031,2951,3544
428,NK,15,solve_ftapas_30,0.01887798309326172,7841,7841
1000,ZKW,20,solve_ftapas_30,0.05886983871459961,2427,2427
1468,ZKW,22,solve_ftapas_70,0.021970033645629883,4306,4306
101,ZKC,22,solve_ftapas_70,0.04171013832092285,17831,17831
168,NK,4,solve_ftapas_15,0.0012149810791015625,4900,4900
395,ZKC,10,solve_ftapas_30,0.007906913757324219,6056,6056
271,ZKC,22,solve_ftapas_30,0.08521318435668945,18347,18347
486,ZKW,25,solve_ftapas_50,0.06481814384460449,4369,4369
156,ZKC,20,solve_ftapas_30,0.06577086448669434,17278,17278
181,NK,10,solve_ftapas_15,0.010229825973510742,8183,8183
40,NK,22,solve_ftapas_50,0.03673505783081055,20599,20599
430,NK,4,solve_ftapas_30,0.0005550384521484375,2649,2693
798,ZKW,10,solve_ftapas_50,0.0025751590728759766,3628,3628
436,NK,4,solve_ftapas_50,0.0003578662872314453,4497,4497
39,NK,15,solve_ftapas_15,0.0352480411529541,10259,10259
439,NK,25,solve_ftapas_50,0.058838844299316406,29755,29795
396,NK,27,solve_ftapas_15,0.24111199378967285,30570,30570
183,ZKC,27,solve_ftapas_30,0.12305998802185059,20740,20747
258,ZKC,15,solve_ftapas_70,0.011099100112915039,11962,12022
203,NK,4,solve_ftapas_70,0.0035109519958496094,4392,4392
477,ZKC,15,solve_ftapas_15,0.045777082443237305,13330,13339
181,ZKC,27,solve_ftapas_50,0.08890700340270996,24003,24043
179,NK,15,solve_ftapas_30,0.018667936325073242,7053,7053
83,NK,27,solve_ftapas_70,0.07182908058166504,37404,37404
3,NK,25,solve_ftapas_30,0.10497879981994629,7978,7978
353,ZKC,10,solve_ftapas_30,0.005801200866699219,9983,9983
124,NK,27,solve_ftapas_30,0.1272130012512207,33599,33599
264,NK,22,solve_ftapas_50,0.049723148345947266,26716,26716
139,NK,4,solve_ftapas_50,0.0004658699035644531,1055,1055
82,NK,15,solve_ftapas_30,0.023655176162719727,19080,19080
242,NK,15,solve_ftapas_70,0.00785207748413086,1630,1630
297,ZKC,22,solve_ftapas_15,0.12674403190612793,17480,17495
450,NK,10,solve_ftapas_15,0.007161855697631836,8047,8047
243,ZKC,10,solve_ftapas_70,0.003306150436401367,6965,7075
335,NK,15,solve_ftapas_50,0.010322093963623047,20009,20009
1070,ZKW,4,solve_ftapas_15,0.0004572868347167969,2915,2915
238,NK,4,solve_ftapas_30,0.0005209445953369141,5384,5384
180,NK,20,solve_ftapas_50,0.023520231246948242,5807,5807
53,NK,27,solve_ftapas_50,0.08182716369628906,31600,31600
88,NK,10,solve_ftapas_15,0.008152961730957031,9606,9606
328,ZKC,20,solve_ftapas_30,0.057821035385131836,18587,18587
431,ZKC,20,solve_ftapas_30,0.04451894760131836,15819,15824
390,ZKC,22,solve_ftapas_15,0.12510013580322266,17506,17506
73,NK,4,solve_ftapas_50,0.0003619194030761719,2542,2542
1417,ZKW,4,solve_ftapas_15,0.0005748271942138672,2929,2929
420,NK,27,solve_ftapas_50,0.08481001853942871,25591,25591
1437,ZKW,22,solve_ftapas_15,0.07040882110595703,7306,7306
186,NK,20,solve_ftapas_30,0.07865190505981445,31330,31330
419,NK,27,solve_ftapas_30,0.14380788803100586,2800,2800
476,NK,10,solve_ftapas_30,0.005235910415649414,6816,6816
26,NK,4,solve_ftapas_15,0.0008320808410644531,2551,2551
828,ZKW,10,solve_ftapas_70,0.00189208984375,3791,3791
176,NK,10,solve_ftapas_15,0.00733184814453125,3713,3713
392,ZKC,15,solve_ftapas_15,0.04287910461425781,11876,11876
228,ZKC,15,solve_ftapas_30,0.019569873809814453,12130,12130
320,ZKW,4,solve_ftapas_50,0.0004119873046875,2863,2962
188,NK,25,solve_ftapas_70,0.05739617347717285,28918,28918
1369,ZKW,4,solve_ftapas_30,0.0006160736083984375,5640,5640
109,NK,22,solve_ftapas_50,0.03689408302307129,12116,12116
303,ZKC,22,solve_ftapas_15,0.1530618667602539,19600,19600
276,ZKC,15,solve_ftapas_50,0.013191938400268555,12858,12918
469,NK,27,solve_ftapas_70,0.056854963302612305,8850,8850
344,NK,4,solve_ftapas_70,0.0003249645233154297,3083,3083
364,NK,25,solve_ftapas_30,0.11190509796142578,13046,13046
491,NK,4,solve_ftapas_15,0.0008969306945800781,4254,4254
1595,ZKW,4,solve_ftapas_30,0.00021886825561523438,5034,5034
370,ZKW,20,solve_ftapas_30,0.02985405921936035,3615,3615
469,NK,25,solve_ftapas_70,0.03381514549255371,2557,2557
471,ZKC,22,solve_ftapas_30,0.07581210136413574,21048,21090
493,NK,27,solve_ftapas_15,0.2480020523071289,31090,31090
1694,ZKW,4,solve_ftapas_70,0.00033783912658691406,3817,3817
272,ZKC,20,solve_ftapas_70,0.021506071090698242,19419,19447
247,NK,20,solve_ftapas_15,0.09170198440551758,25147,25147
152,ZKW,4,solve_ftapas_30,0.0005230903625488281,3504,3504
360,ZKC,20,solve_ftapas_50,0.028831005096435547,15431,15455
247,ZKC,4,solve_ftapas_70,0.0003960132598876953,3982,3982
319,ZKC,20,solve_ftapas_30,0.04858207702636719,16939,16947
463,ZKC,15,solve_ftapas_70,0.011916637420654297,15098,15112
592,ZKW,20,solve_ftapas_15,0.06846499443054199,4145,4145
471,ZKC,4,solve_ftapas_50,0.0004572868347167969,4115,4115
240,ZKC,22,solve_ftapas_50,0.03403592109680176,16245,16288
340,NK,27,solve_ftapas_70,0.059957027435302734,11625,11644
26,NK,22,solve_ftapas_70,0.03960990905761719,32125,32125
263,ZKC,10,solve_ftapas_30,0.005070209503173828,7709,7764
412,NK,22,solve_ftapas_50,0.05219316482543945,30419,30419
210,ZKC,4,solve_ftapas_70,0.0003821849822998047,4723,4723
179,NK,20,solve_ftapas_50,0.038147687911987305,14152,14152
177,NK,20,solve_ftapas_70,0.02298593521118164,11157,11157
460,ZKC,27,solve_ftapas_70,0.06006193161010742,21026,21047
64,ZKC,4,solve_ftapas_15,0.0007119178771972656,2476,2476
276,ZKC,10,solve_ftapas_30,0.0050623416900634766,7717,7718
367,ZKC,15,solve_ftapas_15,0.05474686622619629,14898,14898
89,ZKC,10,solve_ftapas_70,0.002995014190673828,9638,9673
157,ZKC,22,solve_ftapas_15,0.16054391860961914,20538,20556
21,NK,25,solve_ftapas_50,0.05711102485656738,13374,13374
242,ZKC,15,solve_ftapas_50,0.01241302490234375,11525,11525
263,NK,15,solve_ftapas_50,0.014807939529418945,15911,15911
115,ZKC,4,solve_ftapas_30,0.0009679794311523438,3053,3053
1273,ZKW,10,solve_ftapas_70,0.0024597644805908203,4147,4147
480,NK,25,solve_ftapas_30,0.08728599548339844,21445,21445
217,NK,22,solve_ftapas_50,0.05189013481140137,20786,20786
66,NK,20,solve_ftapas_30,0.042996883392333984,15683,15683
182,ZKC,22,solve_ftapas_30,0.06998586654663086,16249,16260
190,NK,22,solve_ftapas_50,0.05119490623474121,16660,16660
324,NK,20,solve_ftapas_30,0.06702327728271484,19917,19917
147,NK,10,solve_ftapas_50,0.00304412841796875,8841,8841
41,ZKC,25,solve_ftapas_70,0.06251215934753418,24959,24983
44,NK,4,solve_ftapas_15,0.0006031990051269531,3271,3271
133,ZKW,10,solve_ftapas_15,0.006645917892456055,9086,9086
1817,ZKW,4,solve_ftapas_30,0.0005078315734863281,1356,1377
316,NK,10,solve_ftapas_30,0.016325950622558594,13835,13835
448,NK,4,solve_ftapas_70,0.0004019737243652344,4574,4574
247,ZKC,27,solve_ftapas_70,0.08210015296936035,22897,22897
365,NK,25,solve_ftapas_15,0.259674072265625,23941,23941
25,NK,4,solve_ftapas_70,0.0003619194030761719,3102,3102
32,NK,4,solve_ftapas_30,0.0004956722259521484,5893,5893
285,ZKC,22,solve_ftapas_70,0.041124820709228516,19727,19786
130,NK,4,solve_ftapas_50,0.00044608116149902344,5691,5691
318,NK,20,solve_ftapas_15,0.10881519317626953,21659,21659
124,NK,15,solve_ftapas_30,0.021001815795898438,21345,21345
60,ZKC,15,solve_ftapas_30,0.023231983184814453,13850,13850
103,NK,15,solve_ftapas_70,0.010864973068237305,7254,7328
101,ZKC,25,solve_ftapas_30,0.14094805717468262,22958,22965
237,NK,15,solve_ftapas_50,0.017066001892089844,2106,2106
232,NK,20,solve_ftapas_70,0.02878403663635254,28489,28544
53,ZKC,4,solve_ftapas_70,0.0004649162292480469,4646,4646
1917,ZKW,4,solve_ftapas_15,0.0005619525909423828,3813,3813
239,ZKC,10,solve_ftapas_50,0.0038309097290039062,9101,9101
141,ZKW,10,solve_ftapas_30,0.003134012222290039,6203,6203
392,ZKC,15,solve_ftapas_70,0.0077321529388427734,11818,11876
402,ZKC,10,solve_ftapas_50,0.003911256790161133,9590,9590
62,ZKC,15,solve_ftapas_15,0.03835105895996094,12447,12448
107,ZKC,22,solve_ftapas_70,0.03182220458984375,20685,20756
81,NK,10,solve_ftapas_70,0.002727985382080078,12922,12922
168,NK,22,solve_ftapas_15,0.13023686408996582,6909,6909
24,ZKC,4,solve_ftapas_30,0.0005843639373779297,3744,3781
215,ZKC,25,solve_ftapas_70,0.051215171813964844,22909,22952
180,NK,4,solve_ftapas_50,0.0004391670227050781,4842,4842
194,NK,25,solve_ftapas_15,0.24289512634277344,32533,32533
1370,ZKW,4,solve_ftapas_15,0.000621795654296875,1939,1939
123,ZKC,22,solve_ftapas_50,0.04461097717285156,18709,18756
54,NK,15,solve_ftapas_15,0.03844499588012695,11330,11330
153,NK,20,solve_ftapas_70,0.02144312858581543,8374,8374
1834,ZKW,4,solve_ftapas_30,0.000446319580078125,6045,6045
137,ZKC,22,solve_ftapas_15,0.15922808647155762,20734,20734
435,ZKC,25,solve_ftapas_30,0.11586785316467285,23587,23591
134,ZKC,22,solve_ftapas_70,0.032163143157958984,18339,18395
207,NK,25,solve_ftapas_15,0.15357398986816406,22741,22741
453,ZKC,25,solve_ftapas_70,0.04232597351074219,21184,21210
187,NK,15,solve_ftapas_15,0.041378021240234375,13033,13033
1348,ZKW,4,solve_ftapas_70,0.00036025047302246094,4072,4989
1018,ZKW,4,solve_ftapas_50,0.00037097930908203125,3719,3719
87,ZKC,10,solve_ftapas_30,0.006096839904785156,9278,9282
194,ZKC,10,solve_ftapas_50,0.004579067230224609,6968,7035
377,NK,15,solve_ftapas_15,0.040366172790527344,7407,7407
447,ZKC,25,solve_ftapas_70,0.04273200035095215,21184,21203
300,ZKC,20,solve_ftapas_30,0.061940908432006836,20335,20374
71,ZKC,4,solve_ftapas_15,0.0008001327514648438,2981,2991
21,ZKC,20,solve_ftapas_15,0.09651923179626465,16942,16942
1345,ZKW,20,solve_ftapas_50,0.007627010345458984,20503,20503
146,ZKC,10,solve_ftapas_70,0.0034592151641845703,9481,9531
260,NK,10,solve_ftapas_30,0.005839824676513672,4683,4683
189,ZKC,10,solve_ftapas_15,0.016672134399414062,8929,8940
1716,ZKW,10,solve_ftapas_50,0.0023651123046875,4796,4796
260,NK,22,solve_ftapas_70,0.026752948760986328,10006,10006
475,NK,20,solve_ftapas_15,0.11063814163208008,15259,15259
60,ZKC,15,solve_ftapas_50,0.02396702766418457,13850,13850
399,ZKC,15,solve_ftapas_50,0.014375925064086914,13917,13977
415,NK,10,solve_ftapas_50,0.003386974334716797,9325,9325
343,ZKC,25,solve_ftapas_15,0.20424795150756836,23203,23225
111,ZKC,27,solve_ftapas_50,0.09302330017089844,25332,25372
374,NK,15,solve_ftapas_30,0.024943113327026367,14683,14693
92,NK,25,solve_ftapas_30,0.10109376907348633,28381,28381
290,ZKC,15,solve_ftapas_50,0.012584924697875977,12490,12529
400,ZKC,22,solve_ftapas_50,0.04338192939758301,19072,19089
175,NK,25,solve_ftapas_15,0.2109529972076416,27661,27661
306,ZKC,4,solve_ftapas_50,0.0005047321319580078,4325,4325
172,ZKC,4,solve_ftapas_70,0.00036215782165527344,3039,3039
303,NK,22,solve_ftapas_30,0.06252598762512207,20082,20082
428,ZKC,15,solve_ftapas_30,0.02639603614807129,15478,15543
441,NK,15,solve_ftapas_50,0.013169050216674805,18215,18215
439,NK,20,solve_ftapas_70,0.02443528175354004,22636,22636
460,ZKC,20,solve_ftapas_15,0.11172795295715332,18126,18126
202,ZKC,4,solve_ftapas_70,0.0006139278411865234,2924,2924
286,ZKC,27,solve_ftapas_30,0.16491007804870605,26156,26175
638,ZKW,4,solve_ftapas_30,0.0004208087921142578,5944,5944
306,ZKC,27,solve_ftapas_50,0.0881648063659668,24035,24045
73,ZKC,15,solve_ftapas_70,0.011118650436401367,15451,15558
58,ZKW,4,solve_ftapas_30,0.0005490779876708984,3493,3493
271,ZKC,20,solve_ftapas_30,0.051084041595458984,15519,15521
1843,ZKW,4,solve_ftapas_50,0.0003299713134765625,13325,13325
340,NK,25,solve_ftapas_50,0.05319023132324219,15165,15165
414,ZKC,25,solve_ftapas_15,0.23000597953796387,24188,24188
385,NK,4,solve_ftapas_50,0.0004191398620605469,3214,3214
146,ZKC,4,solve_ftapas_50,0.0003669261932373047,2240,2364
491,NK,25,solve_ftapas_15,0.1778240203857422,12344,12344
280,NK,22,solve_ftapas_70,0.02866816520690918,20212,20252
1101,ZKW,4,solve_ftapas_30,0.0004401206970214844,3324,3429
422,ZKC,22,solve_ftapas_50,0.04172015190124512,18438,18438
140,NK,22,solve_ftapas_70,0.027666807174682617,25030,25030
195,ZKC,20,solve_ftapas_15,0.10164785385131836,17592,17592
1563,ZKW,15,solve_ftapas_30,0.007902860641479492,9744,10757
340,ZKC,25,solve_ftapas_70,0.04374408721923828,19919,19927
110,ZKC,4,solve_ftapas_15,0.0008220672607421875,3063,3063
57,ZKC,15,solve_ftapas_15,0.040148019790649414,13150,13159
78,NK,10,solve_ftapas_15,0.008900880813598633,10412,10412
38,NK,27,solve_ftapas_50,0.08679008483886719,34239,34239
178,ZKC,25,solve_ftapas_70,0.044214725494384766,18754,18754
94,ZKW,4,solve_ftapas_50,0.0004131793975830078,1910,2188
210,ZKC,25,solve_ftapas_15,0.1909019947052002,20225,20225
140,ZKC,25,solve_ftapas_70,0.04709196090698242,20759,20768
749,ZKW,4,solve_ftapas_30,0.0004558563232421875,1914,1914
43,ZKC,20,solve_ftapas_15,0.10639119148254395,15514,15525
229,NK,27,solve_ftapas_50,0.07534408569335938,25972,25972
462,ZKC,22,solve_ftapas_70,0.03708696365356445,18847,18912
1,ZKC,10,solve_ftapas_70,0.0037157535552978516,6515,6515
339,ZKC,20,solve_ftapas_15,0.1084599494934082,19197,19213
1132,ZKW,4,solve_ftapas_30,0.0004892349243164062,3539,3539
1790,ZKW,4,solve_ftapas_50,0.0003540515899658203,4139,5588
339,ZKC,27,solve_ftapas_30,0.14858627319335938,24964,24985
266,ZKC,22,solve_ftapas_70,0.03264904022216797,17993,18022
287,NK,22,solve_ftapas_50,0.041625022888183594,25843,25843
294,ZKC,27,solve_ftapas_15,0.2605781555175781,23991,23992
177,ZKC,27,solve_ftapas_70,0.06129312515258789,23592,23616
218,ZKC,25,solve_ftapas_50,0.0789041519165039,23645,23652
421,ZKC,25,solve_ftapas_50,0.06776809692382812,19783,19783
123,NK,15,solve_ftapas_50,0.015885114669799805,3475,3475
410,NK,25,solve_ftapas_50,0.06025409698486328,22316,22316
314,NK,4,solve_ftapas_15,0.0005931854248046875,3137,3137
1854,ZKW,4,solve_ftapas_30,0.00041794776916503906,3951,4016
119,NK,25,solve_ftapas_30,0.08984088897705078,27821,27821
370,ZKC,20,solve_ftapas_70,0.02067399024963379,15806,15806
5,ZKC,20,solve_ftapas_70,0.024347305297851562,19153,19153
101,ZKC,15,solve_ftapas_30,0.023483753204345703,14400,14400
70,ZKW,20,solve_ftapas_70,0.012047052383422852,5078,5078
199,ZKC,27,solve_ftapas_50,0.0779879093170166,23306,23332
51,ZKC,22,solve_ftapas_50,0.05180501937866211,21800,21831
155,ZKC,15,solve_ftapas_50,0.014442205429077148,12804,12831
1830,ZKW,10,solve_ftapas_30,0.005294084548950195,2345,2345
545,ZKW,4,solve_ftapas_50,0.00046515464782714844,9414,9414
324,NK,20,solve_ftapas_15,0.09135937690734863,19917,19917
245,NK,10,solve_ftapas_15,0.00414586067199707,2059,2059
186,NK,22,solve_ftapas_50,0.04586482048034668,30750,30750
396,ZKC,15,solve_ftapas_50,0.015412092208862305,10542,10542
205,NK,10,solve_ftapas_15,0.009689092636108398,7983,7983
55,NK,4,solve_ftapas_15,0.0007460117340087891,4588,4588
52,ZKC,20,solve_ftapas_30,0.0514521598815918,17627,17627
126,NK,27,solve_ftapas_30,0.10831499099731445,28758,28758
358,NK,4,solve_ftapas_50,0.000396728515625,2311,2311
60,NK,22,solve_ftapas_30,0.051483154296875,2753,2753
386,ZKW,20,solve_ftapas_70,0.022382259368896484,2355,2355
46,NK,4,solve_ftapas_30,0.0005049705505371094,1792,1792
259,NK,20,solve_ftapas_50,0.02722787857055664,22087,22087
223,NK,25,solve_ftapas_50,0.06190228462219238,31599,31634
433,ZKC,10,solve_ftapas_15,0.010716915130615234,9955,9955
1591,ZKW,4,solve_ftapas_30,0.0005109310150146484,2633,2666
1477,ZKW,4,solve_ftapas_15,0.0005888938903808594,3458,3458
297,NK,4,solve_ftapas_15,0.0006897449493408203,3973,3973
168,ZKC,20,solve_ftapas_70,0.030164003372192383,22174,22195
275,NK,27,solve_ftapas_15,0.2552940845489502,33013,33013
276,NK,10,solve_ftapas_70,0.0025589466094970703,7506,7506
31,NK,10,solve_ftapas_50,0.0038449764251708984,11270,11287
486,ZKC,22,solve_ftapas_30,0.07228493690490723,20105,20112
182,ZKC,27,solve_ftapas_15,0.29079222679138184,26144,26144
1827,ZKW,4,solve_ftapas_70,0.0004069805145263672,2395,2395
472,ZKC,15,solve_ftapas_70,0.008383989334106445,11808,11822
154,ZKC,27,solve_ftapas_15,0.2738821506500244,25910,25910
351,NK,27,solve_ftapas_30,0.1390361785888672,32287,32287
78,NK,15,solve_ftapas_50,0.01181793212890625,17700,17700
20,ZKC,22,solve_ftapas_15,0.12581110000610352,17490,17490
292,NK,20,solve_ftapas_50,0.03378701210021973,13462,13462
424,NK,4,solve_ftapas_15,0.0006740093231201172,2503,2606
247,ZKC,27,solve_ftapas_30,0.14710283279418945,22881,22897
399,NK,10,solve_ftapas_70,0.0031349658966064453,14065,14065
372,NK,10,solve_ftapas_15,0.009806156158447266,8010,8010
494,NK,25,solve_ftapas_30,0.08528900146484375,22575,22575
290,ZKC,4,solve_ftapas_30,0.0004649162292480469,2446,2446
91,ZKC,25,solve_ftapas_50,0.07314085960388184,22688,22688
256,NK,22,solve_ftapas_15,0.13618803024291992,24299,24299
393,ZKC,10,solve_ftapas_15,0.014018058776855469,8969,8969
1638,ZKW,4,solve_ftapas_30,0.00041222572326660156,3535,3535
61,NK,4,solve_ftapas_70,0.000370025634765625,0,0
26,ZKW,25,solve_ftapas_70,0.019845008850097656,11591,11591
231,NK,15,solve_ftapas_30,0.020595788955688477,12498,12498
437,NK,22,solve_ftapas_70,0.03305792808532715,19317,19317
468,ZKW,15,solve_ftapas_30,0.014468908309936523,3923,3923
320,ZKC,15,solve_ftapas_30,0.017319917678833008,10468,10468
482,NK,27,solve_ftapas_30,0.1342768669128418,32554,32554
234,ZKW,10,solve_ftapas_70,0.0011148452758789062,34848,34848
368,ZKC,22,solve_ftapas_50,0.044419050216674805,20625,20630
408,NK,22,solve_ftapas_70,0.029201030731201172,25056,25056
300,NK,15,solve_ftapas_70,0.008319854736328125,9819,9819
434,ZKC,20,solve_ftapas_50,0.034194231033325195,20850,20864
447,ZKC,4,solve_ftapas_50,0.00043892860412597656,3409,3462
1868,ZKW,4,solve_ftapas_15,0.0006482601165771484,3398,3398
192,ZKC,10,solve_ftapas_50,0.0047681331634521484,10154,10231
360,ZKC,22,solve_ftapas_30,0.08020615577697754,22390,22390
204,ZKC,27,solve_ftapas_50,0.07956600189208984,24051,24051
472,NK,4,solve_ftapas_70,0.0003819465637207031,2792,2792
280,ZKC,25,solve_ftapas_50,0.0625910758972168,22735,22785
5,ZKW,4,solve_ftapas_15,0.0007479190826416016,3037,3037
387,ZKC,10,solve_ftapas_30,0.005448102951049805,8884,8884
345,ZKC,10,solve_ftapas_70,0.0029528141021728516,10351,10416
422,ZKC,25,solve_ftapas_70,0.05484175682067871,26530,26556
98,NK,4,solve_ftapas_70,0.0003619194030761719,1487,1487
395,NK,20,solve_ftapas_30,0.0545041561126709,25228,25228
277,ZKC,10,solve_ftapas_30,0.00642704963684082,9402,9402
389,ZKC,4,solve_ftapas_30,0.0005168914794921875,2768,2768
153,NK,25,solve_ftapas_70,0.03938603401184082,3424,3424
128,NK,27,solve_ftapas_50,0.06826424598693848,28627,28627
460,NK,4,solve_ftapas_30,0.0010406970977783203,5758,5758
6,ZKC,27,solve_ftapas_70,0.06315398216247559,24405,24405
130,NK,4,solve_ftapas_15,0.0009129047393798828,5691,5691
289,NK,10,solve_ftapas_50,0.0037717819213867188,9903,9903
95,ZKC,4,solve_ftapas_15,0.0007181167602539062,3263,3263
354,ZKW,4,solve_ftapas_70,0.0003390312194824219,3130,3812
379,NK,22,solve_ftapas_15,0.1440567970275879,28058,28058
91,NK,4,solve_ftapas_15,0.0006208419799804688,3363,3363
1052,ZKW,4,solve_ftapas_15,0.0009219646453857422,1813,1813
381,NK,22,solve_ftapas_50,0.05076289176940918,21061,21061
123,NK,20,solve_ftapas_50,0.03256106376647949,22479,22479
293,NK,4,solve_ftapas_15,0.0017752647399902344,4091,4091
54,ZKC,20,solve_ftapas_50,0.03108811378479004,15322,15322
431,ZKC,20,solve_ftapas_50,0.029553890228271484,15819,15824
282,ZKC,25,solve_ftapas_50,0.062367916107177734,20340,20379
341,ZKC,22,solve_ftapas_15,0.10522198677062988,15542,15542
17,ZKC,4,solve_ftapas_50,0.00043702125549316406,3705,3705
207,ZKC,22,solve_ftapas_30,0.07465219497680664,20213,20234
256,ZKW,4,solve_ftapas_15,0.0005700588226318359,2501,2501
210,ZKC,15,solve_ftapas_15,0.048741817474365234,16024,16024
203,ZKC,25,solve_ftapas_15,0.19900894165039062,20766,20768
398,NK,25,solve_ftapas_15,0.1959700584411621,25466,25466
1275,ZKW,15,solve_ftapas_15,0.015110015869140625,10807,10807
259,NK,20,solve_ftapas_30,0.05169272422790527,22087,22087
362,NK,20,solve_ftapas_50,0.028411865234375,23249,23255
264,ZKC,27,solve_ftapas_30,0.13122105598449707,21731,21731
243,NK,10,solve_ftapas_30,0.004812717437744141,10182,10182
1034,ZKW,4,solve_ftapas_30,0.00044274330139160156,2029,2029
229,NK,4,solve_ftapas_15,0.0007312297821044922,184,184
1164,ZKW,4,solve_ftapas_15,0.0006539821624755859,2318,2429
342,NK,27,solve_ftapas_50,0.07027506828308105,26505,26505
479,NK,4,solve_ftapas_50,0.0006656646728515625,3988,3988
137,NK,4,solve_ftapas_30,0.0011148452758789062,2302,2302
72,NK,25,solve_ftapas_15,0.1780872344970703,11568,11568
474,ZKC,4,solve_ftapas_15,0.0011949539184570312,4017,4017
223,NK,25,solve_ftapas_15,0.2099459171295166,31634,31634
84,NK,4,solve_ftapas_30,0.0005147457122802734,1872,1872
490,ZKC,22,solve_ftapas_15,0.15459227561950684,20034,20034
321,ZKW,4,solve_ftapas_30,0.00045609474182128906,6226,6226
22,ZKC,4,solve_ftapas_30,0.0005350112915039062,3078,3095
707,ZKW,4,solve_ftapas_70,0.0003628730773925781,1658,2035
4,NK,10,solve_ftapas_70,0.0033333301544189453,14190,14190
1911,ZKW,4,solve_ftapas_30,0.0004978179931640625,4203,4203
349,NK,25,solve_ftapas_70,0.04408121109008789,14993,14993
171,ZKC,22,solve_ftapas_70,0.03802895545959473,20526,20541
160,ZKC,4,solve_ftapas_70,0.000392913818359375,3351,3351
450,ZKC,27,solve_ftapas_70,0.06198692321777344,23332,23381
802,ZKW,15,solve_ftapas_70,0.00735020637512207,3347,3347
1324,ZKW,4,solve_ftapas_30,0.0011098384857177734,7006,7006
198,NK,25,solve_ftapas_70,0.05540204048156738,29194,29194
448,ZKC,25,solve_ftapas_15,0.2272958755493164,23803,23806
102,ZKC,10,solve_ftapas_50,0.003786802291870117,7845,7929
270,NK,4,solve_ftapas_70,0.0003371238708496094,1924,1924
250,NK,15,solve_ftapas_50,0.01403498649597168,19272,19272
440,NK,25,solve_ftapas_70,0.04686403274536133,7636,7636
549,ZKW,4,solve_ftapas_30,0.0004839897155761719,4606,4606
40,ZKC,22,solve_ftapas_50,0.0411677360534668,20163,20224
489,ZKC,15,solve_ftapas_15,0.04799699783325195,11989,11991
1003,ZKW,4,solve_ftapas_70,0.0004107952117919922,3762,5916
423,NK,20,solve_ftapas_70,0.022970199584960938,14807,14807
354,NK,25,solve_ftapas_70,0.04931902885437012,18933,18933
219,ZKW,4,solve_ftapas_70,0.00034999847412109375,7281,7281
295,ZKC,4,solve_ftapas_30,0.0005481243133544922,3932,3932
264,ZKC,15,solve_ftapas_50,0.013219118118286133,13350,13429
393,NK,10,solve_ftapas_30,0.005304098129272461,9366,9366
248,NK,15,solve_ftapas_50,0.015210151672363281,16789,16789
