batch_size,mutation_rate,problem_path,init_type,fitness_type,solved_time
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0968.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0263.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0478.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0736.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0905.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0682.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0257.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0443.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0521.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0160.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0512.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0755.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0936.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0264.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0832.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0379.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0917.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0126.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0708.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0827.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0841.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0961.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0407.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0464.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0367.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0368.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0454.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0639.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0524.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0316.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0982.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-064.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0594.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0777.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0714.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0319.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0699.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0326.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0561.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0425.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0231.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0868.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0219.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0158.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0121.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0634.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0329.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0907.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0320.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0674.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0333.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0662.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0456.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0651.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0106.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0371.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0394.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0115.mwcnf,allfalse,correct_count,
